roi,quantile,R0,United States_avg,ar,car,ifr,ir,loo,lp__rhat,waic,n_data_pts,t0
CA_Nova Scotia,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,419.0,78.0
CA_Nova Scotia,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,419.0,78.0
CA_Nova Scotia,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,419.0,78.0
CA_Nova Scotia,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,78.0
CA_Nova Scotia,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,78.0
CA_Nunavut,0.025,3.0715326826842864,1.5361861408928674,0.006196635615878831,0.0058089173492583,0.00013486430447513814,0.006158467995107991,641.6019665847864,,-111.21155957816654,81.0,320.0
CA_Nunavut,0.25,3.8250762289795563,1.9129579140405024,0.006727245558488328,0.5210866424436059,0.003576572745201081,0.006682285858790139,1549.7614081753468,,2116.5696973089607,81.0,320.0
CA_Nunavut,0.5,4.524970585825413,2.2629050924634306,0.007071720276719691,0.8170520404814503,0.016377586385384068,0.007022055682785224,2026.273669978272,,3285.4889827399547,81.0,320.0
CA_Nunavut,0.75,6.272669651994491,3.1367546255479697,5.3960579013496135,0.8351532772060752,0.022513874904174336,0.24175059038292676,2502.7859317811976,,4454.408268170949,81.0,320.0
CA_Nunavut,0.975,12.337552997217188,6.169196298159318,2695.0409930427913,0.8580710916767158,0.0398229029513267,0.999223794961842,3410.945373371758,,6682.189525058075,81.0,320.0
CA_Nunavut,mean,5.477710468713033,2.7392750339072407,312.33418508297825,0.6193836776242057,0.015180608490678175,0.2544059924534214,2026.273669978272,1.1877041651668532,3285.4889827399547,81.0,320.0
CA_Nunavut,std,2.604979508574567,1.3029095538380078,918.6940784322368,0.35436027975837225,0.011402928203152474,0.4286936957226052,706.4781364941392,0.0,1733.0423258339752,81.0,320.0
CA_Ontario,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,968.0,63.0
CA_Ontario,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,968.0,63.0
CA_Ontario,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,968.0,63.0
CA_Ontario,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,968.0,63.0
CA_Ontario,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,968.0,63.0
CA_Ontario,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,63.0
CA_Ontario,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,63.0
CA_PEI,0.025,1.213733113420264,0.6072863562608564,0.000545568848654269,0.0820084573382413,0.009604263858372158,0.0005452707332809059,699.9972048621503,,694.244633995344,97.0,90.0
CA_PEI,0.25,1.4584899903065318,0.7296647947039903,0.0009257643876282843,0.1321596354407506,0.017153276303783827,0.000924906547350168,919.0910410257028,,911.2689691756526,97.0,90.0
CA_PEI,0.5,1.6086739927019758,0.8047567959017122,0.0012409886555491984,0.17322176852363486,0.02361986033053228,0.0012394478273871064,1034.049818786715,,1025.1418774855892,97.0,90.0
CA_PEI,0.75,1.7777790921971277,0.8893093456492882,0.001647944631905613,0.2285618774346315,0.03265465659134696,0.0016452290152502618,1149.008596547727,,1139.0147857955258,97.0,90.0
CA_PEI,0.975,2.166123036388804,1.0834813177451263,0.002792017961905759,0.3798260420351365,0.060947549764151634,0.002784234338964665,1368.1024327112796,,1356.0391209758345,97.0,90.0
CA_PEI,mean,1.629549523372068,0.8151945612367584,0.0013493479245497515,0.18821292888100605,0.02644128289836233,0.0013471833035730474,1034.049818786715,1.000426690880819,1025.1418774855892,97.0,90.0
CA_PEI,std,0.24358890559653024,0.12221425234898946,0.0005870847346457255,0.07665610052564488,0.013709277084889657,0.0005850564835496244,170.4381389451689,0.0,168.828226487997,97.0,90.0
CA_Quebec,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,935.0,72.0
CA_Quebec,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,935.0,72.0
CA_Quebec,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,935.0,72.0
CA_Quebec,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,935.0,72.0
CA_Quebec,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,935.0,72.0
CA_Quebec,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,72.0
CA_Quebec,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,72.0
CA_Saskatchewan,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,78.0
CA_Saskatchewan,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,78.0
CA_Saskatchewan,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,78.0
CA_Saskatchewan,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,78.0
CA_Saskatchewan,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,78.0
CA_Saskatchewan,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,78.0
CA_Saskatchewan,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,78.0
CA_Yukon,0.025,0.5048807874343222,0.25286019326788545,0.0003614202806194399,0.0942106100250055,0.012443882094080514,0.00036128920567071715,424.31763682069936,,421.78274020215065,30.0,328.0
CA_Yukon,0.25,0.6833771690889047,0.3421083840951767,0.0006344048577379613,0.15535129565974473,0.027027646493533224,0.0006340011423004368,584.2890598767058,,580.8429519815302,30.0,328.0
CA_Yukon,0.5,0.7847701966851024,0.39280489789327555,0.0008550251742718257,0.2008754699575226,0.04115859427224708,0.0008542919695124201,668.2262421965229,,664.3020207383312,30.0,328.0
CA_Yukon,0.75,0.8906539820388816,0.44574679057016514,0.0011511611961668642,0.2576479833954304,0.0587540075861565,0.0011498326685710405,752.16342451634,,747.7610894951323,30.0,328.0
CA_Yukon,0.975,1.1106023401170015,0.5557209696092251,0.0020309192159851,0.4023004262649224,0.10423914909714256,0.00202678856986282,912.1348475723463,,906.821301274512,30.0,328.0
CA_Yukon,mean,0.7904936246720854,0.39566661188676705,0.0009423234258736935,0.21340804831835364,0.04741110703665995,0.0009412413798268721,668.2262421965229,1.000706059747988,664.3020207383312,30.0,328.0
CA_Yukon,std,0.15478082925741116,0.07781021417942992,0.00043768481464216615,0.07999485838085421,0.02298060793115236,0.00043657059581346817,124.4454527224701,0.0,123.73660049324468,30.0,328.0
Cabo Verde,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,648.0,106.0
Cabo Verde,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,648.0,106.0
Cabo Verde,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,648.0,106.0
Cabo Verde,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,648.0,106.0
Cabo Verde,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,648.0,106.0
Cabo Verde,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,106.0
Cabo Verde,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,106.0
Cambodia,0.025,1.5976497875439508,0.7992446933226998,0.00018831012437193402,0.029133665016859333,0.0012205299970372491,0.0001882746425585772,2181.3631433988253,,2147.470165931437,246.0,77.0
Cambodia,0.25,1.8668075291607635,0.9338235641311061,0.0002575925322237664,0.03961848198819597,0.0021305771451191925,0.000257526147384124,2826.413056168209,,2806.740123872925,246.0,77.0
Cambodia,0.5,2.0239882127084106,1.0124139059049295,0.00030432897641632597,0.04638449770074116,0.0026923985933115452,0.00030423632794085475,3164.871457670021,,3152.6597987784817,246.0,77.0
Cambodia,0.75,2.1917324722966995,1.096286035699074,0.0003606849374848701,0.05456871083300503,0.003385868566754828,0.00036055481881021236,3503.329859171833,,3498.579473684038,246.0,77.0
Cambodia,0.975,2.54528208254461,1.2730608408230293,0.000512359610759961,0.07287658742671424,0.004965302098354979,0.0005120971424502176,4148.379771941217,,4157.8494316255255,246.0,77.0
Cambodia,mean,2.036223248166093,1.0185314236337708,0.0003158672540129792,0.04752687497592367,0.0028469575968210104,0.0003157605448657167,3164.871457670021,1.0003020390944433,3152.6597987784817,246.0,77.0
Cambodia,std,0.2423450464796865,0.12159232279056759,8.316460724743435e-05,0.01176185316302578,0.0008913879315207117,8.31050797150643e-05,501.79917693844567,0.0,512.8612774397142,246.0,77.0
Cameroon,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,285.0,77.0
Cameroon,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,285.0,77.0
Cameroon,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,285.0,77.0
Cameroon,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,285.0,77.0
Cameroon,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,285.0,77.0
Cameroon,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,77.0
Cameroon,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,77.0
Central African Republic,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,233.0,94.0
Central African Republic,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,233.0,94.0
Central African Republic,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,233.0,94.0
Central African Republic,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,233.0,94.0
Central African Republic,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,233.0,94.0
Central African Republic,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,94.0
Central African Republic,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,94.0
Chad,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,552.0,103.0
Chad,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,552.0,103.0
Chad,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,552.0,103.0
Chad,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,552.0,103.0
Chad,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,552.0,103.0
Chad,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,103.0
Chad,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,103.0
Chile,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,990.0,61.0
Chile,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,990.0,61.0
Chile,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,990.0,61.0
Chile,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,990.0,61.0
Chile,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,990.0,61.0
Chile,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,61.0
Chile,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,61.0
China,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,943.0,23.0
China,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,943.0,23.0
China,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,943.0,23.0
China,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,943.0,23.0
China,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,943.0,23.0
China,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,23.0
China,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,23.0
Colombia,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,967.0,71.0
Colombia,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,967.0,71.0
Colombia,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,967.0,71.0
Colombia,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,967.0,71.0
Colombia,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,967.0,71.0
Colombia,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,71.0
Colombia,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,71.0
Comoros,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,262.0,127.0
Comoros,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,262.0,127.0
Comoros,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,262.0,127.0
Comoros,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,262.0,127.0
Comoros,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,262.0,127.0
Comoros,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,127.0
Comoros,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,127.0
Congo (Brazzaville),0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,159.0,89.0
Congo (Brazzaville),0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,159.0,89.0
Congo (Brazzaville),0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,159.0,89.0
Congo (Brazzaville),0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,159.0,89.0
Congo (Brazzaville),0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,159.0,89.0
Congo (Brazzaville),mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,89.0
Congo (Brazzaville),std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,89.0
Congo (Kinshasa),0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,79.0
Congo (Kinshasa),0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,79.0
Congo (Kinshasa),0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,79.0
Congo (Kinshasa),0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,79.0
Congo (Kinshasa),0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,709.0,79.0
Congo (Kinshasa),mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,79.0
Congo (Kinshasa),std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,79.0
Costa Rica,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,778.0,72.0
Costa Rica,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,778.0,72.0
Costa Rica,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,778.0,72.0
Costa Rica,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,778.0,72.0
Costa Rica,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,778.0,72.0
Costa Rica,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,72.0
Costa Rica,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,72.0
Cote d'Ivoire,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,725.0,81.0
Cote d'Ivoire,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,725.0,81.0
Cote d'Ivoire,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,725.0,81.0
Cote d'Ivoire,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,725.0,81.0
Cote d'Ivoire,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,725.0,81.0
Cote d'Ivoire,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,81.0
Cote d'Ivoire,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,81.0
Croatia,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,891.0,71.0
Croatia,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,891.0,71.0
Croatia,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,891.0,71.0
Croatia,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,891.0,71.0
Croatia,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,891.0,71.0
Croatia,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,71.0
Croatia,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,71.0
Cuba,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,80.0
Cuba,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,80.0
Cuba,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,80.0
Cuba,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,80.0
Cuba,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,80.0
Cuba,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,80.0
Cuba,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,80.0
Cyprus,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,463.0,73.0
Cyprus,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,463.0,73.0
Cyprus,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,463.0,73.0
Cyprus,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,463.0,73.0
Cyprus,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,463.0,73.0
Cyprus,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,73.0
Cyprus,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,73.0
Czechia,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,946.0,66.0
Czechia,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,946.0,66.0
Czechia,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,946.0,66.0
Czechia,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,946.0,66.0
Czechia,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,946.0,66.0
Czechia,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0,66.0
Czechia,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0,66.0
Denmark,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,872.0,66.0
Denmark,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,872.0,66.0
Denmark,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,872.0,66.0
Denmark,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,872.0,66.0
Denmark,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,872.0,66.0
Denmark,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,66.0
Denmark,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,66.0
Djibouti,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,529.0,85.0
Djibouti,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,529.0,85.0
Djibouti,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,529.0,85.0
Djibouti,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,529.0,85.0
Djibouti,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,529.0,85.0
Djibouti,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,85.0
Djibouti,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,85.0
Dominica,0.025,0.4564527656460679,0.2286461823737583,0.000265402498017193,0.09191208206178916,0.010132865985366954,0.00026533119045668054,674.3277889137179,,663.2648330294898,63.0,85.0
Dominica,0.25,0.6214129575952927,0.3111262783483707,0.00044679459657175703,0.15765635183937865,0.0242521067625698,0.0004465924774474709,916.2728810415962,,902.5471650612748,63.0,85.0
Dominica,0.5,0.7115434937467064,0.3561915464240776,0.0005954851245124112,0.20656200548770806,0.036555839985803314,0.000595126009643487,1043.221738039716,,1028.0988688967236,63.0,85.0
Dominica,0.75,0.8055842945116488,0.40321194680654876,0.0008041863670047387,0.2674544381280942,0.050637120172055315,0.0008035314689401992,1170.170595037836,,1153.6505727321726,63.0,85.0
Dominica,0.975,1.0007316971898277,0.5007856481456382,0.0014569817559334011,0.42473512569076777,0.0914257709241376,0.0014548332028249981,1412.115687165714,,1392.9329047639576,63.0,85.0
Dominica,mean,0.7153670541868156,0.35810332664413214,0.0006643389164139678,0.21996335566788952,0.04064995368132502,0.0006637927479059918,1043.221738039716,1.0006349694257108,1028.0988688967236,63.0,85.0
Dominica,std,0.13815253982714734,0.06949606946429801,0.000313312347458538,0.08590863800666804,0.020285470820182297,0.00031272562471974563,188.2146570221629,0.0,186.14323464359452,63.0,85.0
Dominican Republic,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Dominican Republic,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Dominican Republic,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Dominican Republic,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Dominican Republic,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Dominican Republic,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,74.0
Dominican Republic,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,74.0
Ecuador,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,770.0,61.0
Ecuador,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,770.0,61.0
Ecuador,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,770.0,61.0
Ecuador,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,770.0,61.0
Ecuador,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,770.0,61.0
Ecuador,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,61.0
Ecuador,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,61.0
Egypt,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,1002.0,66.0
Egypt,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,1002.0,66.0
Egypt,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,1002.0,66.0
Egypt,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,1002.0,66.0
Egypt,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,1002.0,66.0
Egypt,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,66.0
Egypt,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,66.0
El Salvador,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,779.0,88.0
El Salvador,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,779.0,88.0
El Salvador,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,779.0,88.0
El Salvador,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,779.0,88.0
El Salvador,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,779.0,88.0
El Salvador,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,88.0
El Salvador,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,88.0
Equatorial Guinea,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,160.0,105.0
Equatorial Guinea,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,160.0,105.0
Equatorial Guinea,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,160.0,105.0
