roi,quantile,param,SICRdiscrete1Nwk,SICRdiscrete2Nwk,SICRdiscrete3Nwk,SICRdiscrete4Nwk,SICRdiscrete5Nwk,SICRdiscrete6Nwk,SICRdiscreteNwk,model_contributions_loo,model_contributions_waic
US_FL,0.25,waic,30185775274.0,32511468538.0,6086172.826,1168640000000.0,22090963465.0,32792645025.287117,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.5,loo,7160551.765,7400320.283,4212082.446,55220141.07,6628127.637,7351778.412493068,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.5,waic,39067127060.0,42548181284.0,6809290.464,1362130000000.0,28928205743.0,41563259540.02167,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.75,loo,7983734.382,8208380.265,4652984.48,61007017.82,7386404.587999999,8169109.586454599,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.75,waic,47948478846.0,52584894030.0,7532408.102999999,1555610000000.0,35765448021.0,50333874054.75621,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.975,loo,9552594.464,9748418.92,5493276.279,72035919.23,8831564.402999999,9726817.712854186,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.975,waic,64874976074.0,71713332422.0,8910559.649,1924370000000.0,48796185375.0,67049322991.937126,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,mean,loo,7160551.765,7400320.283,4212082.446,55220141.07,6628127.637,7351778.412493068,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,mean,waic,39067127060.0,42548181284.0,6809290.464,1362130000000.0,28928205743.0,41563259540.02167,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,std,loo,1220452.375,1198031.523,653682.3345,8579636.304,1124223.09,1211777.0117691578,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,std,waic,13167511861.0,14880452584.0,1072095.815,286864000000.0,10136910570.0,13003332537.202871,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.025,loo,2645418.311,2648399.846,1563663.052,2613555.346,2081109.085,2601184.9744947474,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.025,waic,3195464075.0,3187240471.0,2478271.064,1491534184.0,-1401743.314,3212937592.581945,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.25,loo,3512783.1,3559437.4289999995,2032076.44,3436568.459,2775356.297,3527039.680068633,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.25,waic,9143343322.0,9404897392.0,3240696.345,3317070132.0,3904670890.0,9801403714.432913,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.5,loo,3967890.363,4037459.855,2277853.462,3868404.348,3139628.575,4012836.6664229287,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.5,waic,12264202130.0,12667308844.0,3640741.732,4274930859.0,5954191515.0,13258379163.630054,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.75,loo,4422997.625,4515482.28,2523630.483,4300240.238,3503900.854,4498633.652777225,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.75,waic,15385060939.0,15929720296.0,4040787.119,5232791587.0,8003712139.0,16715354612.827196,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.975,loo,5290362.415,5426519.863,2992043.8710000007,5123253.351,4198148.065,5424488.358351111,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,0.975,waic,21332940186.0,22147377217.0,4803212.4,7058327535.0,11909784772.0,23303820734.678158,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,mean,loo,3967890.363,4037459.855,2277853.462,3868404.348,3139628.575,4012836.6664229287,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,mean,waic,12264202130.0,12667308844.0,3640741.732,4274930859.0,5954191515.0,13258379163.630054,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,std,loo,674743.0373,708717.109,364389.5577,640240.8477,540070.8882,720243.6897122144,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GA,std,waic,4626992193.0,4836858456.0,593108.178,1420126440.0,3038623824.0,5125319470.299082,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_GU,0.025,loo,29787.08982,29380.43593,27286.40744,26804.58667,29007.6071,27492.117618830343,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.025,waic,36941.94045,36760.48542,30652.83794,27824.76247,35113.50374,30947.178757192658,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.25,loo,36896.26659,36441.7929,35482.40283,35148.14176000001,36240.94493,35520.663890358235,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.25,waic,46741.59423,46402.57838,39937.46865,36810.55003,44661.38103,40379.1612998329,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.5,loo,40626.45949,40146.89471,39782.85066,39526.01432,40036.28528,39733.25098424433,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.5,waic,51883.48338,51461.7952,44809.12463,41525.40268,49671.16279,45328.13295486251,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.75,loo,44356.65239,43851.99651,44083.29849,43903.88689,43831.62562,43945.83807813043,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.75,waic,57025.37254,56521.01202,49680.78062,46240.25533,54680.94455,50277.10460989213,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.975,loo,51465.82917,50913.35348,52279.29388000001,52247.44198,51064.96345,51974.38434965832,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,0.975,waic,66825.02631,66163.10497999999,58965.41132000001,55226.04289,64228.82184,59709.087152532375,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,mean,loo,40626.45949,40146.89471,39782.85066,39526.01432,40036.28528,39733.25098424433,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,mean,waic,51883.48338,51461.7952,44809.12463,41525.40268,49671.16279,45328.13295486251,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,std,loo,5530.392273,5493.192151,6375.853493,6490.64358,5626.980018,6245.590971043595,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_GU,std,waic,7623.3762689999985,7500.806082999998,7222.727969,6990.251004000002,7427.513548999998,7337.356355068249,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_HI,0.025,loo,86129.62986,91145.25375,66805.59893,53120.94009,64879.77558,64418.45195173534,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.025,waic,1398850.594,1760148.436,84211.89888,56550.29265,87620.16003,86399.19198436903,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.25,loo,110994.8244,116246.4438,100796.925,88963.64975,87290.30071,104923.3582412736,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.25,waic,3596474.998,3993855.177,129519.2393,96251.54441,118189.9393,136345.3604721963,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.5,loo,124041.6194,129417.0659,118632.2113,107770.3591,99049.12799,126176.32729738922,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.5,waic,4749570.949,5165883.57,153292.0509,117082.835,134229.9363,162552.17022890714,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.75,loo,137088.4144,142587.6881,136467.4976,126577.0684,110807.9553,147429.29635350482,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.75,waic,5902666.9010000015,6337911.963,177064.8624,137914.1257,150269.9333,188758.979985618,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.975,loo,161953.6088,167688.8781,170458.8236,162419.7781,133218.4804,187934.2026430431,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,0.975,waic,8100291.305,8571618.704,222372.2029,177615.3775,180839.7126,238705.1484734452,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,mean,loo,124041.6194,129417.0659,118632.2113,107770.3591,99049.12799,126176.32729738922,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,mean,waic,4749570.949,5165883.57,153292.0509,117082.835,134229.9363,162552.17022890714,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,std,loo,19343.20722,19526.7936,26442.63504,27882.86899,17433.66341,31509.69907242792,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_HI,std,waic,1709582.616,1737651.896,35245.62315,30884.51772,23780.935080000007,38854.27428525373,,['SICRdiscrete5Nwk'],['SICRdiscrete4Nwk']
US_IA,0.025,loo,1087670.682,1059511.756,1032211.66,1639812.9740000004,1054769.329,1033072.7898465636,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.025,waic,-2338115.305,1552688.77,1317849.4109999998,201214148.1,1627257.206,1330082.0338833905,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.25,loo,1287766.825,1258590.374,1273222.897,1999625.375,1252609.094,1264972.1312356356,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.25,waic,21998004.11,2501054.539,1603734.5480000004,463769804.2,1943793.673,1618723.292542005,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.5,loo,1392757.492,1363047.145,1399681.76,2188419.339,1356415.836,1386649.9717284676,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.5,waic,34767192.83,2998663.105,1753738.795,601533046.8,2109880.707,1770173.6796812597,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.75,loo,1497748.159,1467503.916,1526140.622,2377213.304,1460222.579,1508327.8122212996,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.75,waic,47536381.56,3496271.671,1903743.042,739296289.5,2275967.741,1921624.0668205144,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.975,loo,1697844.301,1666582.534,1767151.8590000004,2737025.705,1658062.344,1740227.1536103715,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,0.975,waic,71872500.97,4444637.44,2189628.179,1001851946.0,2592504.208,2210265.325479129,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,mean,loo,1392757.492,1363047.145,1399681.76,2188419.339,1356415.836,1386649.9717284676,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,mean,waic,34767192.83,2998663.105,1753738.795,601533046.8,2109880.707,1770173.6796812597,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,std,loo,155659.3959,154867.8402,187488.1898,279906.3502,153904.1074,180399.83625764336,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_IA,std,waic,18931627.54,737755.5642,222396.6294,204248089.2,246241.0049,224540.6799661912,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_ID,0.025,loo,520606.6124,532104.1811,478015.9872,800319.0533,502677.9415,478744.6872026123,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.025,waic,-536434.6024,-10840090.7,626106.3727,32282391.77,449827.4346,628751.8253741816,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.25,loo,629765.0641,637550.7386,567775.5468,912717.5654,594212.1622,568215.7933169615,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.25,waic,61250149.82,53509401.82,760677.2944,48967105.03,9329898.067,763625.6829373705,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.5,loo,687040.6243,692878.6638,614872.4868,971693.1888,642240.2689,615161.3814902103,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.5,waic,93669638.89,87273651.6,831286.8056,57721592.5,13989280.93,834394.1449300786,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.75,loo,744316.1844,748206.589,661969.4268,1030668.812,690268.3756,662106.9696634591,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.75,waic,126089128.0,121037901.4,901896.3169,66476079.97,18648663.8,905162.6069227869,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.975,loo,853474.6362,853653.1466,751728.9864,1143067.324,781802.5964,751578.0757778081,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,0.975,waic,187875712.4,185387393.9,1036467.239,83160793.23,27528734.43,1040036.4644859757,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,mean,loo,687040.6243,692878.6638,614872.4868,971693.1888,642240.2689,615161.3814902103,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,mean,waic,93669638.89,87273651.6,831286.8056,57721592.5,13989280.93,834394.1449300786,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,std,loo,84916.87256,82029.30464,69826.02775,87437.39009,71206.57756,69601.63317470903,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_ID,std,waic,48065206.42,50058951.63,104685.818,12979422.55,6908011.374,104921.47875061855,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.025,loo,3025784.837,2956118.007,1806650.464,5162679.672,2784490.267,2906196.2982410383,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.025,waic,5390441260.0,5116539112.0,2861208.244,1583115436.0,2121872251.0,4655046034.214021,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.25,loo,4106060.127,3989342.888,2386669.238,7571618.951,3774608.34,3972689.4438425167,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.25,waic,15097452242.0,12768946257.0,3807444.342,4533454620.0,10803965231.0,15071671782.140903,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.5,loo,4672881.765,4531477.125,2691005.73,8835592.051,4294124.386,4532279.574973914,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.5,waic,20190731624.0,16784172736.0,4303935.468,6081500848.0,15359469005.0,20537286814.23905,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.75,loo,5239703.403,5073611.3610000005,2995342.221000001,10099565.15,4813640.432,5091869.706105311,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.75,waic,25284011005.0,20799399215.0,4800426.594,7629547076.0,19914972778.0,26002901846.3372,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.975,loo,6319978.694,6106836.2420000015,3575360.995,12508504.43,5803758.505,6158362.85170679,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,0.975,waic,34991021987.0,28451806361.0,5746662.692000002,10579886260.0,28597065758.0,36419527594.264084,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,mean,loo,4672881.765,4531477.125,2691005.73,8835592.051,4294124.386,4532279.574973914,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,mean,waic,20190731624.0,16784172736.0,4303935.468,6081500848.0,15359469005.0,20537286814.23905,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,std,loo,840371.0178,803769.4214,451209.9571,1873969.322,770235.6423,829649.5698692494,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IL,std,waic,7551307310.0,5952983686.0,736098.8445,2295136772.0,6754000001.0,8103332972.086283,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.025,loo,1610780.45,1610987.4030000004,975134.8681,1179270.148,1371444.6619999998,1667621.2048316568,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.025,waic,1666700590.0,816701267.7,1524389.64,163041272.2,269367024.6,2439130334.7966824,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.25,loo,2300475.16,2203780.47,1327376.533,1618030.8590000004,1948303.118,2398845.7838332527,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.25,waic,5245386625.0,3888826524.0,2095071.956,437936482.7,2809379578.0,6692281960.4108715,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.5,loo,2662358.736,2514819.648,1512198.124,1848249.088,2250981.387,2782520.127862188,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.5,waic,7123127139.0,5500774039.0,2394509.598,582174303.2,4142126970.0,8923915314.750792,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.75,loo,3024242.312,2825858.825,1697019.715,2078467.318,2553659.656,3166194.471891124,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.75,waic,9000867654.0,7112721553.0,2693947.24,726412123.8,5474874362.0,11155548669.090706,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.975,loo,3713937.022,3418651.893,2049261.38,2517228.028,3130518.111,3897419.0508927195,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,0.975,waic,12579553689.0,10184846809.0,3264629.556000001,1001307334.0,8014886915.0,15408700294.704897,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,mean,loo,2662358.736,2514819.648,1512198.124,1848249.088,2250981.387,2782520.127862188,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,mean,waic,7123127139.0,5500774039.0,2394509.598,582174303.2,4142126970.0,8923915314.750792,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,std,loo,536529.3926,461147.3742,274016.9003,341322.0576,448751.4728,568836.433640981,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_IN,std,waic,2783942252.0,2389876961.0,443946.9119,213847312.7,1975934240.0,3308624562.035457,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.025,loo,723230.81,758614.4654,445107.6398,507662.3862,605262.0943,667646.5659473026,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.025,waic,303278465.3,224813821.2,685620.4259,13403832.68,57061546.23,91696904.15348697,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.25,loo,988006.643,1013948.505,596847.2128,679703.1351,826414.6243,910372.416809894,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.25,waic,960640335.6,759493130.7,927994.8998,23112520.19,303368647.4,646501999.3104496,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.5,loo,1126934.815,1147922.557,676465.1343,769973.1059999998,942453.601,1037730.9387782408,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.5,waic,1305558835.0,1040039955.0,1055169.054,28206679.25,432606255.4,937608845.3616325,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.75,loo,1265862.987,1281896.6090000002,756083.0558,860243.0769,1058492.578,1165089.460746588,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.75,waic,1650477334.0,1320586779.0,1182343.208,33300838.31,561843863.4,1228715691.412815,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.975,loo,1530638.82,1537230.648,907822.6287,1032283.826,1279645.108,1407815.311609179,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,0.975,waic,2307839204.0,1855266088.0,1424717.6819999998,43009525.82,808150964.6,1783520786.5697773,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,mean,loo,1126934.815,1147922.557,676465.1343,769973.1059999998,942453.601,1037730.9387782408,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,mean,waic,1305558835.0,1040039955.0,1055169.054,28206679.25,432606255.4,937608845.3616325,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,std,loo,205975.2159,198630.2271,118041.707,133834.4591,172039.6443,188822.0272158656,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KS,std,waic,511376932.2,415939343.8,188548.683,7552611.521000002,191607964.3,431595655.7776524,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.025,loo,1020409.51,1046561.27,727905.5812,1334385.5159999998,889909.5259,1081573.246616492,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.025,waic,648131589.8,532034473.1,1041714.585,928402419.0,128508172.3,221335836.53209388,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.25,loo,1388644.191,1414475.914,934131.501,1668677.345,1186189.313,1396759.1328755806,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.25,waic,1555693450.0,1426649633.0,1363718.428,1338338839.0,634040210.7,686887001.6764567,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.5,loo,1581857.335,1607521.134,1042338.469,1844080.637,1341647.645,1562137.5154276944,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.5,waic,2031892160.0,1896055195.0,1532674.2,1553432931.0,899293429.4,931162212.0947868,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.75,loo,1775070.478,1800566.353,1150545.437,2019483.93,1497105.976,1727515.8979798085,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.75,waic,2508090870.0,2365460757.0,1701629.9719999996,1768527023.0,1164546648.0,1175437422.513117,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.975,loo,2143305.159,2168480.997,1356771.356,2353775.759,1793385.764,2042701.7842388968,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,0.975,waic,3415652730.0,3260075917.0,2023633.815,2178463443.0,1670078686.0,1640988587.6574798,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,mean,loo,1581857.335,1607521.134,1042338.469,1844080.637,1341647.645,1562137.5154276944,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,mean,waic,2031892160.0,1896055195.0,1532674.2,1553432931.0,899293429.4,931162212.0947868,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,std,loo,286458.2352,286209.2712,160427.8905,260053.3101,230482.8673,245190.3568646321,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_KY,std,waic,706013264.0,695941727.9,250494.2024,318898978.2,393265010.6,362162968.8921392,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_LA,0.025,loo,1587191.833,1561732.115,1577198.46,5685705.451,1558200.015,1573361.736463559,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.025,waic,1179849.647,2655424.367,2026658.164,9890349943.0,2450516.97,2046009.412759312,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.25,loo,1816130.183,1789567.191,1823608.354,6598600.698,1786067.269,1815464.4337378063,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.25,waic,17067766.62,3157266.024,2340351.311,18783680522.0,2816546.477,2367391.5344087947,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.5,loo,1936254.388,1909112.507,1952899.898,7077597.841,1905629.469,1942495.9863302559,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.5,waic,25404174.21,3420582.896,2504946.452,23450020897.0,3008602.564,2536021.0885122046,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.75,loo,2056378.593,2028657.823,2082191.442,7556594.985,2025191.669,2069527.5389227048,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.75,waic,33740581.79,3683899.768,2669541.5930000003,28116361272.0,3200658.651,2704650.6426156145,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.975,loo,2285316.942,2256492.899,2328601.337,8469490.231,2253058.923,2311630.236196952,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,0.975,waic,49628498.77,4185741.426,2983234.74,37009691851.0,3566688.159,3026032.7642650967,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,mean,loo,1936254.388,1909112.507,1952899.898,7077597.841,1905629.469,1942495.9863302559,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,mean,waic,25404174.21,3420582.896,2504946.452,23450020897.0,3008602.564,2536021.0885122046,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,std,loo,178096.4127,177238.1507,191687.9298,710162.2279,177263.1826,188337.2616937761,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_LA,std,waic,12359576.38,390394.1784,244029.121,6918326592.0,284742.7806,250010.55101932606,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.025,loo,1967400.503,1971506.289,1824040.545,5159233.924,1899650.284,1843819.5683630463,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.025,waic,79808906.7,24311175.83,2398972.677,419061351.9,15158757.03,-35797324.81278747,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.25,loo,2406373.84,2401248.055,2433496.856,8139457.254,2351241.285,2494009.3831948717,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.25,waic,249601190.7,158443383.2,3249343.751,4590948786.0,141984802.2,79368695.10300025,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.5,loo,2636703.635,2626734.034,2753279.256,9703183.726,2588191.581,2835164.696984387,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.5,waic,338691389.6,228822700.5,3695534.393,6779942730.0,208530568.2,139796432.92049053,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.75,loo,2867033.4289999995,2852220.014,3073061.6560000004,11266910.2,2825141.878,3176320.010773902,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.75,waic,427781588.6,299202017.8,4141725.035,8968936673.0,275076334.1,200224170.7379808,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.975,loo,3306006.767,3281961.78,3682517.967,14247133.53,3276732.878,3826509.825605728,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,0.975,waic,597573872.6,433334225.1,4992096.11,13140824107.0,401902379.3,315390190.65376854,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,mean,loo,2636703.635,2626734.034,2753279.256,9703183.726,2588191.581,2835164.696984387,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,mean,waic,338691389.6,228822700.5,3695534.393,6779942730.0,208530568.2,139796432.92049053,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_MA,std,loo,341487.4647,334306.0132,474110.0952,2318384.336,351303.0354,505797.62507930974,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
