roi,quantile,param,SICRdiscrete1Nwk,SICRdiscrete2Nwk,SICRdiscrete3Nwk,SICRdiscrete4Nwk,SICRdiscrete5Nwk,SICRdiscrete6Nwk,SICRdiscreteNwk,model_contributions_loo,model_contributions_waic
Ireland,mean,waic,537343238.9,570174230.5,989414.8323,3324635945.0,315571110.6,298324994.7037649,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Ireland,std,loo,166691.4308,171797.8559,152517.482,1228225.413,163965.1941,183381.9460800172,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Ireland,std,waic,382491983.9,353690481.7,237101.8374,988821283.7,223290057.6,159146248.21330228,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Israel,0.025,loo,2606496.751,2611766.0,2560955.523,3174437.752,2553362.0,2560115.5474428227,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.025,waic,-29533025.56,5389539.0,3333841.009,430233747.9,4092161.0,3361774.085151992,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.25,loo,3140959.389,3145813.735,3105129.433,3910584.418,3077967.173,3095885.3674960425,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.25,waic,98315442.88,64708605.06,4036083.683,1995636812.0,4948220.95,4088927.946493376,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.5,loo,3421392.526,3426029.242,3390658.085,4296841.386,3353228.036000001,3377004.3836813164,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.5,waic,165397675.4,95833384.66,4404551.188999998,2817005528.0,5397396.4010000015,4470466.380471064,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.75,loo,3701825.662,3706244.749,3676186.736,4683098.355,3628488.9,3658123.399866591,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.75,waic,232479908.0,126958164.3,4773018.696,3638374245.0,5846571.851,4852004.8144487515,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.975,loo,4236288.3,4240292.62,4220360.647,5419245.021000002,4153093.977,4193893.2199198105,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,0.975,waic,360328376.5,186277230.6,5475261.369,5203777309.0,6702631.514,5579158.675790137,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,mean,loo,3421392.526,3426029.242,3390658.0,4296841.0,3353228.036000001,3377004.3836813164,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,mean,waic,165397675.4,95833384.66,4404551.0,2817005528.0,5397396.4010000015,4470466.380471064,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,std,loo,415770.7902,415448.1329,423325.4122,572665.4384,408102.3667,416787.6770603996,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Israel,std,waic,99456266.82,46145667.28,546290.7424,1217763081.0,665948.5194,565669.728660473,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Italy,0.025,loo,10472538.67,8963727.229,8925476.865,124159218.1,9280245.091,8897907.476876875,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.025,waic,1017492878.0,42520262.53,11821355.77,13468100000000.0,2231972083.0,16156707.464796353,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.25,loo,12788948.81,10989106.83,11008283.42,153860309.5,11451461.82,10971683.397421202,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.25,waic,8475260031.0,63686929.83,14681121.09,18983400000000.0,7887039462.0,24611458.912058204,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.5,loo,14004371.77,12051825.75,12101134.31,169444504.9,12590701.63,12059795.912818622,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.5,waic,12388358692.0,74793103.53,16181643.11,21877200000000.0,10854259560.0,29047676.33227269,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.75,loo,15219794.73,13114544.66,13193985.21,185028700.3,13729941.44,13147908.428216042,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.75,waic,16301457352.0,85899277.24,17682165.12,24771100000000.0,13821479657.0,33483893.75248717,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.975,loo,17536204.88,15139924.26,15276791.76,214729791.7,15901158.17,15221684.348760365,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,0.975,waic,23759224506.0,107065944.5,20541930.44,30286300000000.0,19476547036.0,41938645.199749015,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,mean,loo,14004371.77,12051825.75,12101134.31,169444504.9,12590701.63,12059795.912818622,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,mean,waic,12388358692.0,74793103.53,16181643.11,21877200000000.0,10854259560.0,29047676.33227269,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,std,loo,1801988.777,1575589.42,1620263.164,23105162.72,1689039.475,1613238.0293119254,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Italy,std,waic,5801568755.0,16466037.77,2224677.273,4290450000000.0,4399207100.0,6577145.78898319,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Japan,0.025,loo,1444417.6090000004,1440543.9730000002,1403456.142,28534692.1,1402583.727,1399050.663735947,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.025,waic,-884963.5087,7199124.129,1803391.708,357850000000.0,2205154.955,1820698.579367179,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.25,loo,1777023.854,1770492.086,1740953.6719999998,38879040.07,1727759.36,1733045.800268961,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.25,waic,49760177.74,23153446.42,2239385.363,654733000000.0,2735646.229,2273828.459756772,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.5,loo,1951542.718,1943616.225,1918038.999,44306730.87,1898379.373,1908293.4172091992,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.5,waic,76333739.28,31524696.95,2468151.716,810509000000.0,3013995.586,2511586.208348545,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.75,loo,2126061.582,2116740.365,2095124.325,49734421.67,2068999.387,2083541.034149437,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.75,waic,102907300.8,39895947.47,2696918.068,966284000000.0,3292344.943,2749343.956940318,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.975,loo,2458667.827,2446688.478,2432621.855,60078769.64,2394175.02,2417536.1706824508,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,0.975,waic,153552442.1,55850269.77,3132911.723,1263170000000.0,3822836.216,3202473.83732991,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,mean,loo,1951542.718,1943616.225,1918038.999,44306730.87,1898379.373,1908293.4172091992,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,mean,waic,76333739.28,31524696.95,2468151.716,810509000000.0,3013995.586,2511586.208348545,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,std,loo,258742.0548,256674.2331,262547.0981,8047106.425,252961.6108,259822.5056634172,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Japan,std,waic,39398021.29,12411234.6,339169.5015,230953000000.0,412681.3743,352500.1655290603,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.025,loo,315363.1616,311032.2112,303953.2817,2574346.194,306031.3108,303721.31333717663,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.025,waic,547189.2534,340112.7039,377851.1518,-351792000000.0,444751.1376,380561.2979721562,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.25,loo,378724.814,372963.7062,370250.6676,9677174.418,367960.8538,369576.38112990727,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.25,waic,2942441.354,920372.4019,461828.4251,528582000000.0,540144.8297,466614.2086119776,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.5,loo,411970.7429,405459.23,405036.9791,13404036.23,400455.3533,404130.6079186953,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.5,waic,4199232.7760000015,1224835.306,505891.3932,990516000000.0,590198.0053,511766.2658453299,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.75,loo,445216.6719,437954.7537,439823.2907,17130898.04,432949.8529,438684.8347074831,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.75,waic,5456024.198,1529298.211,549954.3612,1452450000000.0,640251.1808,556918.3230786823,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.975,loo,508578.3243,499886.2487,506120.6765,24233726.27,494879.3958,504539.9025002139,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",0.975,waic,7851276.299,2109557.909,633931.6345,2332820000000.0,735644.8729,642971.2337185035,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",mean,loo,411970.7429,405459.23,405036.9791,13404036.23,400455.3533,404130.6079186953,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",mean,waic,4199232.7760000015,1224835.306,505891.3932,990516000000.0,590198.0053,511766.2658453299,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",std,loo,49290.48806,48177.93567,51574.26269,5525453.591,48176.41713,51230.17329580254,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
"Korea, South",std,waic,1863321.751,451397.3774,65327.85416,684864000000.0,74208.94915,66942.54022426008,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.025,loo,2477851.93,2596086.602,1569243.387,13856114.37,2525852.779,2448416.6148442416,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.025,waic,5421640730.0,5849783275.0,2494057.4280000003,195526000000.0,3735859418.0,4943845580.169277,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.25,loo,3552007.375,3616439.126,2153265.041,17929581.92,3519101.342,3468630.062583142,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.25,waic,14916064614.0,12697254819.0,3448329.699,318430000000.0,10007064697.0,12407978375.691645,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.5,loo,4115617.924,4151819.222,2459701.848,20066934.85,4040259.96,4003937.1851434563,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.5,waic,19897799310.0,16290130700.0,3949037.414,382918000000.0,13297573032.0,16324417095.485624,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.75,loo,4679228.472,4687199.318,2766138.654,22204287.77,4561418.578,4539244.307703769,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.75,waic,24879534006.0,19883006580.0,4449745.1280000005,447406000000.0,16588081366.0,20240855815.27961,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.975,loo,5753383.918,5707551.842,3350160.308,26277755.33,5554667.141,5559457.755442669,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,0.975,waic,34373957890.0,26730478124.0,5404017.4,570311000000.0,22859286645.0,27704988610.801968,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,mean,loo,4115617.924,4151819.222,2459701.848,20066934.85,4040259.96,4003937.1851434563,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,mean,waic,19897799310.0,16290130700.0,3949037.414,382918000000.0,13297573032.0,16324417095.485624,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,std,loo,835610.2494,793755.718,454323.8893,3168844.187,772670.9229,793647.5274897709,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Netherlands,std,waic,7385930912.0,5326805751.0,742350.3685,95610157608.0,4878514957.0,5806520734.6078005,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Peru,0.025,loo,4827264.096,4842617.006,4823754.166,56419111.94,4807340.431,4800989.587265987,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.025,waic,7812435.8489999985,5231972.868,6288058.472,699521000000.0,7773536.165,6363984.311506255,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.25,loo,5452785.251,5470115.582,5497611.772000001,64302241.61,5433749.445,5461478.4496038,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.25,waic,8836698.426,26562042.11,7159957.67,917730000000.0,8798139.162,7257182.893040024,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.5,loo,5780996.891,5799364.777000002,5851185.602999999,68438528.46,5762426.946,5808037.684992036,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.5,waic,9374130.131,37753952.99,7617444.141,1032220000000.0,9335749.485,7725845.175051193,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.75,loo,6109208.5320000015,6128613.972999998,6204759.432999998,72574815.3,6091104.447000002,6154596.920380273,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.75,waic,9911561.836,48945863.87,8074930.613,1146720000000.0,9873359.809,8194507.457062363,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.975,loo,6734729.686000002,6756112.548,6878617.039,80457944.97,6717513.461,6815085.782718085,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,0.975,waic,10935824.41,70275933.11,8946829.81,1364930000000.0,10897962.81,9087706.03859613,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,mean,loo,5780996.891,5799364.777000002,5851185.602999999,68438528.46,5762426.946,5808037.684992036,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,mean,waic,9374130.131,37753952.99,7617444.141,1032220000000.0,9335749.485,7725845.175051193,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,std,loo,486607.3063,488145.5876,524209.345,6132468.051,487297.9927,513809.49123020406,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Peru,std,waic,796797.438,16593151.9,678270.4576,169750000000.0,797062.2585,694839.7390396574,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Poland,0.025,loo,5111518.552,4956792.922,4916033.1,70946519.25,5048547.063999998,4925363.89190858,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.025,waic,9150125.598,9802519.684,6545451.475,6829970000000.0,-176635121.6,6652657.230566784,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.25,loo,6471271.17,6278762.893999998,6304981.403,91076074.17,6414698.512999998,6323052.0365801435,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.25,waic,1426170210.0,12347711.06,8416465.793,10633300000000.0,477496120.0,8603466.99653563,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.5,loo,7184734.87,6972401.998,7033764.112000002,101638073.9,7131519.687000001,7056420.549433035,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.5,waic,2169682213.0,13683175.78,9398189.071,12628900000000.0,820719504.8,9627059.03484662,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.75,loo,7898198.57,7666041.102000001,7762546.82,112200073.6,7848340.861,7789789.062285926,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.75,waic,2913194216.0,15018640.5,10379912.35,14624500000000.0,1163942890.0,10650651.07315761,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.975,loo,9257951.187,8988011.074,9151495.124,132329628.5,9214492.311,9187477.20695749,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,0.975,waic,4330214301.0,17563831.87,12250926.67,18427800000000.0,1818074131.0,12601460.839126455,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,mean,loo,7184734.87,6972401.998,7033764.112000002,101638073.9,7131519.687000001,7056420.549433035,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,mean,waic,2169682213.0,13683175.78,9398189.071,12628900000000.0,820719504.8,9627059.03484662,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,std,loo,1057782.864,1028390.874,1080494.86,15659244.17,1062760.663,1087293.7841378502,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Poland,std,waic,1102332545.0,1979962.961,1455505.111,2958680000000.0,508863751.7,1517579.8268445432,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Portugal,0.025,loo,2552674.726,2519679.359,2475852.757,9962147.214,2522209.107,2471431.5712649804,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.025,waic,22638566.34,13155334.98,3239528.294,4683916079.0,15972351.77,3283471.7497795764,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.25,loo,3187769.884,3156871.791,3131774.512,12183760.94,3167397.692,3127248.097811871,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.25,waic,74270845.76,70111246.23,4101772.386,8400145780.0,92861905.34,4186764.693947215,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.5,loo,3521005.015,3491207.363,3475937.381,13349444.12,3505928.855,3471355.7534513627,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.5,waic,101362359.8,99996075.75,4554192.813,10350055608.0,133205939.0,4660723.499178689,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.75,loo,3854240.146,3825542.936,3820100.25,14515127.29,3844460.018,3815463.4090908538,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.75,waic,128453873.8,129880905.3,5006613.24,12299965436.0,173549972.7,5134682.304410163,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.975,loo,4489335.304,4462735.367,4476022.005,16736741.02,4489648.603,4471279.935637745,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,0.975,waic,180086153.2,186836816.5,5868857.332,16016195137.0,250439526.2,6037975.2485778015,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,mean,loo,3521005.015,3491207.363,3475937.381,13349444.12,3505928.855,3471355.7534513627,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,mean,waic,101362359.8,99996075.75,4554192.813,10350055608.0,133205939.0,4660723.499178689,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,std,loo,494055.1442,495686.6614,510256.6332,1728244.4630000002,501907.0534,510174.7736558714,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Portugal,std,waic,40165938.79,44307314.55,670759.5288,2890940636.0,59814153.8,702692.3761164483,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
Romania,0.025,loo,2695131.964,2668955.346,2642086.788,34530355.09,2635136.518,2649820.7812314117,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.025,waic,-8943888.906,-16820630.0,3480158.712,136627000000.0,4207131.142,3534224.7399398005,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.25,loo,3245946.918,3214601.27,3247847.693,41639862.66,3183792.032,3248300.017124787,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.25,waic,33191121.28,16857635.01,4270679.627,250484000000.0,5095660.985,4351265.137527376,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.5,loo,3534960.133,3500902.288,3565691.108,45370229.13,3471672.187,3562322.7330458662,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.5,waic,55299407.65,34528657.84,4685466.825,310224000000.0,5561873.575,4779967.136327215,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.75,loo,3823973.348,3787203.307,3883534.524,49100595.6,3759552.341,3876345.4489669455,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.75,waic,77407694.02,52199680.68,5100254.022,369965000000.0,6028086.165,5208669.135127052,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.975,loo,4374788.303,4332849.23,4489295.428,56210103.17,4308207.856000002,4474824.68486032,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,0.975,waic,119542704.2,85877945.68,5890774.937000001,483821000000.0,6916616.0079999985,6025709.532714628,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,mean,loo,3534960.133,3500902.288,3565691.108,45370229.13,3471672.187,3562322.7330458662,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,mean,waic,55299407.65,34528657.84,4685466.825,310224000000.0,5561873.575,4779967.136327215,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,std,loo,428491.6336,424470.5254,471235.353,5530649.605,426811.7555,465570.7752857465,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Romania,std,waic,32777794.42,26199097.66,614964.4186,88571477264.0,691207.8199,635594.534498425,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Russia,0.025,loo,16004409.14,14340985.33,14369035.78,188007952.1,14355785.97,14342511.61960679,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.025,waic,-412098828.4,23435364.04,19008216.33,23188600000000.0,23504432.87,19171737.380983487,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.25,loo,18325418.43,16510609.6,16564231.81,222081609.7,16526033.98,16533959.943888173,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.25,waic,1216304298.0,27013298.88,21978459.9,30236600000000.0,27081302.52,22208561.1454802,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.5,loo,19543254.57,17649013.86,17716053.59,239960095.4,17664765.51,17683815.29946168,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.5,waic,2070729216.0,28890645.24,23536949.99,33934700000000.0,28958089.98,23801985.92800821,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.75,loo,20761090.72,18787418.11,18867875.37,257838581.2,18803497.04,18833670.65503519,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.75,waic,2925154134.0,30767991.6,25095440.07,37632800000000.0,30834877.44,25395410.710536234,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.975,loo,23082100.01,20957042.38,21063071.39,291912238.7,20973745.06,21025118.979316574,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,0.975,waic,4553557261.0,34345926.43,28065683.65,44680800000000.0,34411747.09,28432234.47503295,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,mean,loo,19543254.57,17649013.86,17716053.59,239960095.4,17664765.51,17683815.29946168,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,mean,waic,2070729216.0,28890645.24,23536949.99,33934700000000.0,28958089.98,23801985.92800821,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,std,loo,1805566.565,1687800.671,1707693.524,26506682.63,1688285.894,1704778.1011338313,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Russia,std,waic,1266772280.0,2783357.878,2310620.858,5482820000000.0,2782529.248,2362415.1175978435,,['SICRdiscrete2Nwk'],['SICRdiscrete3Nwk']
Spain,0.025,loo,7574136.16,8286514.66,5752205.7820000015,49526248.98,7177425.908,8800639.793532817,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.025,waic,28229780995.0,34709599849.0,8695101.51,1316240000000.0,15469993486.0,29740914198.968605,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.25,loo,10327916.13,11024553.42,7448288.703,68155001.86,9759111.933,11486725.306317747,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.25,waic,76857221239.0,81171476019.0,11438656.1,2700400000000.0,68875466086.0,70832197089.99619,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.5,loo,11772827.51,12461205.39,8338225.285,77929529.06,11113725.44,12896117.34088328,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.5,waic,102372000000.0,105550000000.0,12878202.22,3426680000000.0,96897376530.0,92392838596.3972,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.75,loo,13217738.9,13897857.35,9228161.867,87704056.26,12468338.95,14305509.375448816,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.75,waic,127887000000.0,129929000000.0,14317748.35,4152950000000.0,124919000000.0,113953480102.7982,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.975,loo,15971518.87,16635896.11,10924244.79,106332809.1,15050024.97,16991594.888233744,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,0.975,waic,176514000000.0,176391000000.0,17061302.94,5537110000000.0,178325000000.0,155044762993.82574,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,mean,loo,11772827.51,12461205.39,8338225.285,77929529.06,11113725.44,12896117.34088328,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,mean,waic,102372000000.0,105550000000.0,12878202.22,3426680000000.0,96897376530.0,92392838596.3972,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,std,loo,2142228.831,2129983.387,1319421.951,14491735.71,2008352.992,2089567.757190983,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Spain,std,waic,37828405226.0,36143763079.0,2134274.276,1076770000000.0,41545346591.0,31965854929.794094,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.025,loo,1474991.2,1658438.238,951724.7583,1643338.36,1207444.895,1417062.2340587513,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.025,waic,1179726749.0,1283847679.0,1483455.935,1308977939.0,-28316463.62,1111992200.1008863,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.25,loo,2112707.2290000003,2382647.5840000003,1316871.057,2182810.109,1707127.897,2082597.1986953,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.25,waic,4091889891.0,5861338562.0,2074679.669,1975808792.0,1796055111.0,4747322954.569748,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.5,loo,2447317.5330000003,2762641.028,1508463.7230000002,2465871.531,1969312.12,2431804.1295316475,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.5,waic,5619905107.0,8263153083.0,2384895.415,2325695677.0,2753304891.0,6654785015.614622,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.75,loo,2781927.838,3142634.472,1700056.39,2748932.953,2231496.344,2781011.060367996,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
